Player,Squad,mf_post,mf_role,cm_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,mf_post_score_raw,mf_post_rating_0100,mf_role_score_raw,mf_role_rating_0100,mf_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Yves Bissouma,tottenham,DM,DM_CONTROLLER,,502,ml MLI,MF,27.0,1996.0,28,16,1408,15.6,0.13,0.0,0.13,0.13,0.0,0.0,0.45,0.0,0.04,0.04,0.02,0.06,0.96,4.81,0.19,0.13,0.0,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06,MF,0.13,0.71,0.26,36.4,0.7,0.26,0.18,0.5,23.4,0.0,0.0,0.0,0.04,0.04,0.06,0.09,0.09,,48.4,54.6,88.6,729.2,183.2,26.5,28.7,92.2,17.8,19.2,92.7,2.31,3.85,60.0,0.0,0.02,0.04,-0.02,0.38,3.91,0.64,0.06,4.81,,54.6,51.7,2.69,2.63,0.13,0.13,0.13,0.06,0.0,0.0,0.0,0.0,48.4,0.19,0.64,,1.03,1.02,0.96,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.14,1.99,1.28,1.6,0.26,1.22,2.18,55.9,0.96,0.71,0.38,0.32,1.15,4.29,2.56,0.26,,66.6,4.55,19.5,37.4,10.2,0.32,66.6,1.41,0.45,31.8,0.96,68.2,39.1,230.9,103.3,0.96,1.09,0.0,1.6,0.96,45.1,0.19,,0.45,0.0,0.0,1.79,1.15,0.0,0.13,1.15,1.99,0.0,0.13,0.0,5.45,0.45,0.45,50.0,1408,OK,-0.04622340838840931,51.61290322580645,-0.0721080971033173,44.827586206896555,46.567411083540115,62.0,29.0,OK
Rodrigo Bentancur,tottenham,DM,DM_CONTROLLER,,504,uy URU,MF,27.0,1997.0,26,21,1645,18.3,0.11,0.0,0.11,0.11,0.0,0.0,0.49,0.0,0.07,0.07,0.02,0.09,1.53,5.46,1.86,0.11,0.0,0.11,0.11,0.11,0.07,0.02,0.1,0.07,0.1,MF,0.11,1.2,0.27,22.7,1.2,0.27,0.09,0.4,17.4,0.0,0.0,0.0,0.07,0.07,0.06,0.04,0.04,,51.7,58.8,87.9,841.1,202.2,24.6,27.1,90.7,23.2,25.1,92.6,2.57,3.44,74.6,0.0,0.02,0.05,-0.02,0.55,5.96,0.71,0.11,5.46,,58.8,56.6,2.08,1.69,0.22,0.11,0.22,0.11,0.0,0.0,0.0,0.0,51.7,0.11,1.04,,2.46,2.46,1.97,0.0,0.05,0.27,0.05,0.11,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,,2.19,1.2,1.04,0.93,0.22,1.04,2.19,47.5,1.15,1.37,0.44,0.93,2.19,4.37,2.08,0.05,,71.1,4.15,17.7,42.3,11.8,1.31,71.1,1.04,0.49,47.4,0.44,42.1,41.7,195.0,82.1,1.53,1.31,0.27,1.04,1.09,46.3,1.86,,0.49,0.0,0.0,1.86,0.55,0.05,0.22,2.19,1.2,0.0,0.0,0.0,6.61,1.97,1.64,54.5,1645,OK,0.5632564522895689,82.25806451612904,0.6516034899984179,93.10344827586206,90.32258064516128,62.0,29.0,OK
James Maddison,tottenham,AM,AM_ORGANIZER,,501,eng ENG,MF,27.0,1996.0,31,21,1809,20.1,0.45,0.35,0.8,0.45,0.0,0.0,0.3,0.0,0.29,0.29,0.21,0.5,2.24,8.16,4.73,0.45,0.35,0.8,0.45,0.8,0.29,0.21,0.5,0.29,0.5,MF,0.45,1.94,0.85,43.6,1.94,0.85,0.23,0.53,16.7,0.3,0.0,0.0,0.29,0.29,0.15,0.16,0.16,,50.8,62.5,81.3,829.1,250.1,23.9,26.3,90.9,21.1,24.5,86.2,3.73,8.06,46.3,0.35,0.21,0.29,0.14,2.04,6.12,1.59,0.25,8.16,,62.5,55.6,6.57,2.39,0.6,0.25,4.88,0.25,2.94,1.84,0.4,0.0,50.8,0.3,0.75,,4.73,4.73,3.28,0.65,0.35,0.15,0.3,0.0,0.9,0.9,0.6,0.1,0.15,0.05,0.0,0.0,,1.54,0.95,0.4,0.8,0.35,0.45,1.44,31.0,1.0,0.75,0.2,0.55,0.6,2.14,0.95,0.05,,72.8,1.29,10.4,34.4,28.7,3.83,72.8,3.83,1.64,42.9,1.69,44.2,51.0,255.1,113.4,2.24,1.94,1.0,1.14,1.24,56.0,4.73,,0.3,0.0,0.0,1.59,3.18,0.2,4.88,0.6,0.95,0.0,0.0,0.0,3.78,0.25,0.35,41.7,1809,OK,1.0051122031681323,87.5,-0.32437003509317397,50.0,76.78571428571428,32.0,4.0,LOW_SAMPLE
Pape Matar Sarr,tottenham,DM,DM_DEEP_CM,,500,sn SEN,MF,21.0,2002.0,36,22,1913,21.3,0.14,0.09,0.23,0.14,0.0,0.0,0.28,0.0,0.17,0.17,0.08,0.25,1.55,4.13,2.49,0.14,0.09,0.24,0.14,0.24,0.17,0.08,0.25,0.17,0.25,MF,0.14,1.6,0.61,38.2,1.6,0.61,0.09,0.23,20.9,0.0,0.0,0.0,0.17,0.17,0.11,-0.03,-0.03,,41.7,48.3,86.4,638.9,146.9,21.7,23.9,90.8,16.3,18.1,89.9,2.11,2.91,72.6,0.09,0.08,0.04,0.02,0.7,3.99,0.56,0.09,4.13,,48.3,46.9,1.22,0.42,0.05,0.14,0.66,0.56,0.0,0.0,0.0,0.0,41.7,0.19,0.94,,2.11,2.12,1.64,0.09,0.09,0.19,0.0,0.09,0.33,0.33,0.23,0.0,0.05,0.05,0.0,0.0,,2.3,1.69,0.89,1.08,0.33,0.56,1.17,48.0,0.61,1.22,0.47,0.75,1.41,3.71,1.17,0.05,,58.8,2.21,12.9,32.8,14.2,1.31,58.8,1.41,0.52,36.7,0.75,53.3,36.2,213.5,90.0,1.55,1.74,0.23,1.36,1.03,40.9,2.49,,0.28,0.0,0.0,1.6,1.64,0.09,0.66,1.41,1.69,0.0,0.05,0.0,5.4,1.6,2.11,43.0,1913,OK,0.32658317991658986,74.19354838709677,-0.03681499100418592,61.111111111111114,65.78341013824885,62.0,18.0,OK
James Ward-Prowse,west ham,CM,,CM_PROGRESSOR,527,eng ENG,MF,29.0,1994.0,15,12,1039,11.5,0.09,0.09,0.17,0.09,0.0,0.0,0.17,0.0,0.14,0.14,0.17,0.31,0.96,4.7,0.78,0.09,0.09,0.17,0.09,0.17,0.14,0.17,0.31,0.14,0.31,MF,0.09,1.13,0.43,38.5,1.13,0.43,0.08,0.2,19.9,0.26,0.0,0.0,0.14,0.14,0.13,-0.05,-0.05,,58.9,66.8,88.2,977.5,273.0,30.8,32.1,95.9,22.3,24.4,91.5,4.87,8.35,58.3,0.09,0.17,0.16,-0.08,1.74,6.61,0.43,0.17,4.7,,66.8,60.8,5.57,2.43,0.0,0.78,4.26,0.09,2.96,1.57,1.22,0.09,58.9,0.43,0.35,,2.96,2.95,1.65,0.96,0.0,0.26,0.0,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,1.74,1.22,0.7,0.7,0.35,0.61,1.65,36.8,1.04,0.52,0.26,0.26,0.7,2.43,1.3,0.0,,73.8,2.61,15.7,44.6,13.7,0.96,73.8,0.43,0.17,40.0,0.26,60.0,37.1,173.8,73.5,0.96,1.39,0.0,0.26,0.52,51.6,0.78,,0.17,0.0,0.0,0.87,0.35,0.0,4.26,0.7,1.22,0.0,0.0,0.0,4.52,0.87,0.43,66.7,1039,OK,0.061571574252998765,64.70588235294117,-0.5455073697407382,33.33333333333333,57.466063348416284,17.0,3.0,LOW_SAMPLE
Guido Rodríguez,west ham,DM,DM_CONTROLLER,,529,ar ARG,MF,30.0,1994.0,23,16,1149,12.8,0.0,0.08,0.08,0.0,0.0,0.0,0.47,0.0,0.02,0.02,0.02,0.03,0.31,2.58,0.55,0.0,0.08,0.08,0.0,0.08,0.02,0.01,0.03,0.02,0.03,MF,0.0,0.63,0.08,12.5,0.63,0.08,0.0,0.0,27.8,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,,37.5,44.5,84.4,632.1,169.1,18.7,21.3,87.9,15.2,16.8,90.7,2.97,4.61,64.4,0.08,0.02,0.02,0.06,0.31,2.89,0.08,0.0,2.58,,44.5,43.3,1.17,1.09,0.08,0.39,0.39,0.08,0.0,0.0,0.0,0.0,37.5,0.0,1.02,,0.94,0.94,0.78,0.0,0.0,0.16,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,,2.81,1.48,1.64,1.17,0.0,1.33,2.58,51.5,1.25,1.8,0.7,1.09,1.02,3.83,2.73,0.08,,55.4,4.22,17.4,33.0,5.0,0.39,55.4,0.47,0.23,50.0,0.08,16.7,25.5,91.2,37.6,0.31,0.39,0.16,0.31,0.55,31.9,0.55,,0.47,0.0,0.0,1.41,0.94,0.16,0.39,1.02,1.48,0.0,0.0,0.0,4.14,0.86,0.55,61.1,1149,OK,-0.6174010599042986,6.451612903225806,-0.5778040019531915,10.344827586206897,9.34656741108354,62.0,29.0,OK
Edson Álvarez,west ham,DM,DM_CONTROLLER,,532,mx MEX,MF,26.0,1997.0,28,20,1772,19.7,0.0,0.05,0.05,0.0,0.0,0.0,0.46,0.05,0.02,0.02,0.04,0.06,1.22,4.31,0.91,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06,MF,0.0,0.61,0.05,8.3,0.61,0.05,0.0,0.0,26.3,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,,43.7,50.9,85.8,730.6,213.2,21.5,24.1,89.3,18.3,20.4,89.8,3.35,4.67,71.7,0.05,0.04,0.05,0.01,0.61,4.67,0.61,0.15,4.31,,50.9,49.7,0.81,0.61,0.15,0.61,0.3,0.15,0.0,0.0,0.0,0.0,43.7,0.36,0.51,,1.42,1.42,1.22,0.0,0.1,0.05,0.05,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,,2.54,1.37,1.37,0.76,0.41,0.86,1.78,48.6,0.91,1.17,0.41,0.76,0.91,3.45,2.34,0.05,,62.9,3.4,18.3,35.2,9.85,0.61,62.9,1.68,0.71,42.4,0.71,42.4,34.9,192.0,87.0,1.22,1.12,0.1,1.37,0.76,42.1,0.91,,0.46,0.05,0.05,2.13,0.91,0.2,0.3,0.91,1.37,0.0,0.0,0.0,4.47,1.52,1.17,56.6,1772,OK,0.041450255313960474,61.29032258064516,0.08583186570735127,65.51724137931035,64.43341604631928,62.0,29.0,OK
Tomáš Souček,west ham,DM,DM_DESTROYER,,528,cz CZE,MF,29.0,1995.0,35,30,2567,28.5,0.32,0.04,0.35,0.32,0.0,0.0,0.28,0.0,0.24,0.24,0.04,0.27,0.32,2.6,2.39,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27,MF,0.32,1.93,0.6,30.9,1.93,0.6,0.16,0.53,11.9,0.0,0.0,0.0,0.24,0.24,0.13,0.08,0.08,,25.1,34.0,73.8,414.4,113.0,12.8,16.0,79.6,9.3,12.0,77.3,2.28,3.4,67.0,0.04,0.04,0.05,0.0,0.49,2.18,0.28,0.04,2.6,,34.0,33.2,0.7,0.6,0.0,0.39,0.49,0.11,0.0,0.0,0.0,0.0,25.1,0.11,0.91,,1.54,1.54,1.23,0.0,0.0,0.21,0.07,0.04,0.11,0.11,0.07,0.0,0.0,0.0,0.04,0.0,,1.61,0.74,0.7,0.81,0.11,0.91,1.54,59.1,0.63,1.44,0.74,0.7,0.7,2.32,2.98,0.04,,44.9,4.49,12.5,22.0,10.6,3.58,44.9,0.42,0.21,50.0,0.21,50.0,17.8,54.5,19.6,0.32,0.42,0.11,0.7,0.53,26.8,2.39,,0.28,0.0,0.0,1.65,0.88,0.14,0.49,0.7,0.74,0.04,0.0,0.0,2.21,3.47,2.56,57.6,2567,OK,-0.5882283576274066,8.064516129032258,-0.43471622772901264,13.333333333333334,11.225806451612904,62.0,15.0,OK
Lewis Orford,west ham,AM,AM_CLASSIC_10,,530,eng ENG,MF,18.0,2006.0,2,0,49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,MF,0.0,2.0,0.0,0.0,1.84,0.0,0.0,,12.7,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,66.0,76.0,86.8,1166.0,166.0,22.0,26.0,84.6,36.0,40.0,90.0,4.0,6.0,66.7,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,,76.0,72.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,,4.0,3.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,,84.0,2.0,16.0,56.0,14.0,4.0,84.0,0.0,0.0,,0.0,,44.0,196.0,54.0,0.0,0.0,0.0,2.0,0.0,62.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,49,LOW_MIN,-0.5015863613558063,37.5,-0.3768656553533286,42.857142857142854,41.44736842105263,32.0,28.0,OK
Andy Irving,west ham,DM,DM_CONTROLLER,,531,sct SCO,MF,24.0,2000.0,10,1,166,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.06,0.06,0.11,0.22,0.0,5.0,2.22,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,MF,0.0,2.22,1.11,50.0,2.17,1.08,0.0,0.0,26.2,0.0,0.0,0.0,0.06,0.06,0.03,-0.06,-0.06,,60.6,68.9,87.9,947.2,243.9,33.9,35.6,95.3,20.0,23.9,83.7,5.0,5.0,100.0,0.0,0.11,0.06,-0.11,0.56,7.78,0.56,0.56,5.0,,68.9,66.7,1.11,1.11,0.56,0.0,1.11,0.0,0.0,0.0,0.0,0.0,60.6,1.11,0.56,,2.78,2.68,2.22,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.89,2.22,1.67,1.67,0.56,0.56,2.78,20.0,2.22,2.78,0.56,2.22,0.56,4.44,2.78,0.0,,83.3,3.89,20.6,49.4,13.3,0.0,83.3,0.56,0.56,100.0,0.0,0.0,40.6,169.4,76.1,0.0,0.56,0.0,0.56,1.67,57.8,2.22,,1.11,0.0,0.0,3.33,0.56,0.0,1.11,0.56,2.22,0.0,0.0,0.0,5.56,0.56,0.56,50.0,166,LOW_MIN,0.5498630996024033,80.64516129032258,0.5976811722254004,82.75862068965517,82.21670802315964,62.0,29.0,OK
Boubacar Traoré,wolves,AM,AM_CLASSIC_10,,560,ml MLI,MF,22.0,2001.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,LOW_MIN,-0.789232557962694,14.0625,-0.6712046903801004,16.071428571428573,15.542763157894738,32.0,28.0,OK
Mateus Mane,wolves,AM,AM_CLASSIC_10,,561,pt POR,MF,16.0,2007.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,4.0,5.0,80.0,60.0,0.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,,0.0,,2.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2,LOW_MIN,-0.789232557962694,14.0625,-0.6712046903801004,16.071428571428573,15.542763157894738,32.0,28.0,OK
André,wolves,DM,DM_CONTROLLER,,565,br BRA,MF,23.0,2001.0,33,31,2472,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.01,0.01,0.03,0.05,0.36,3.96,0.4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,MF,0.0,0.36,0.04,10.0,0.36,0.04,0.0,0.0,25.5,0.0,0.0,0.0,0.01,0.01,0.04,-0.01,-0.01,,45.3,48.8,92.9,714.9,198.9,23.5,24.6,95.4,17.3,18.2,95.0,2.91,3.56,81.6,0.0,0.03,0.03,-0.03,0.65,4.04,0.18,0.0,3.96,,48.8,47.6,1.16,1.02,0.18,0.55,0.0,0.07,0.0,0.0,0.0,0.0,45.3,0.07,0.51,,1.78,1.78,1.49,0.11,0.04,0.0,0.0,0.15,0.11,0.11,0.07,0.04,0.0,0.0,0.0,0.0,,3.31,2.0,1.49,1.49,0.33,1.35,2.29,58.7,0.95,1.53,0.29,1.24,1.35,4.65,1.09,0.04,,59.0,3.24,16.0,38.0,5.64,0.11,59.0,1.16,0.58,50.0,0.44,37.5,33.2,136.9,61.4,0.36,0.62,0.0,1.09,0.76,39.7,0.4,,0.25,0.0,0.0,1.31,1.24,0.0,0.0,1.35,2.0,0.0,0.04,0.0,7.05,0.07,0.22,25.0,2472,OK,-0.1716026936848032,35.483870967741936,-0.14427396314620372,27.586206896551722,29.611248966087672,62.0,29.0,OK
João Gomes,wolves,DM,DM_DEEP_CM,,562,br BRA,MF,23.0,2001.0,36,35,2974,33.0,0.09,0.03,0.12,0.09,0.0,0.0,0.33,0.03,0.09,0.09,0.04,0.12,1.79,5.0,2.3,0.09,0.03,0.12,0.09,0.12,0.09,0.04,0.12,0.09,0.12,MF,0.09,1.06,0.21,20.0,1.06,0.21,0.09,0.43,18.3,0.0,0.0,0.0,0.09,0.09,0.08,0.0,0.0,,41.8,49.2,85.0,597.2,148.8,24.6,27.2,90.7,13.0,15.1,86.3,2.0,3.39,58.9,0.03,0.04,0.06,-0.01,0.7,3.7,0.73,0.03,5.0,,49.2,47.4,1.7,0.82,0.15,0.27,0.88,0.52,0.03,0.03,0.0,0.0,41.8,0.09,0.73,,2.03,2.03,1.61,0.03,0.15,0.06,0.06,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,,3.52,2.15,1.67,1.61,0.24,1.45,3.33,43.6,1.88,1.27,0.12,1.15,0.76,4.27,1.0,0.0,,60.5,1.88,13.1,33.5,14.9,1.36,60.5,1.97,0.91,46.2,0.85,43.1,32.1,188.4,86.2,1.79,1.55,0.18,1.3,1.55,40.5,2.3,,0.33,0.03,0.03,2.12,1.42,0.03,0.88,0.76,2.15,0.0,0.0,0.0,6.06,0.33,0.79,29.7,2974,OK,0.2689921393997285,69.35483870967742,-0.10026863037743916,50.0,56.91244239631337,62.0,18.0,OK
Chiquinho,wolves,AM,AM_CLASSIC_10,,564,pt POR,MF,24.0,2000.0,1,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,MF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,30.0,30.0,100.0,710.0,220.0,10.0,10.0,100.0,10.0,10.0,100.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,,30.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,,20.0,25.71,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,0.0,0.0,10.0,20.0,10.0,30.0,0.0,0.0,,0.0,,10.0,130.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,7,LOW_MIN,-0.24182354732299394,43.75,-0.1145796665396512,50.0,48.35526315789473,32.0,28.0,OK
Tommy Doyle,wolves,CM,,CM_BOX_TO_BOX,563,eng ENG,MF,22.0,2001.0,24,3,488,5.4,0.0,0.19,0.19,0.0,0.0,0.0,0.19,0.0,0.11,0.11,0.09,0.2,1.11,7.41,0.74,0.0,0.18,0.18,0.0,0.18,0.1,0.09,0.2,0.1,0.2,MF,0.0,1.67,0.37,22.2,1.66,0.37,0.0,0.0,24.5,0.19,0.0,0.0,0.11,0.11,0.06,-0.11,-0.11,,59.4,72.6,81.9,1220.6,372.2,20.7,22.0,94.1,25.6,28.7,89.0,11.3,17.2,65.6,0.19,0.09,0.06,0.09,1.3,8.15,0.56,0.0,7.41,,72.6,65.4,6.48,3.52,0.0,1.11,2.78,0.56,2.22,1.11,0.74,0.0,59.4,0.74,1.48,,3.15,3.13,2.04,0.74,0.19,0.19,0.0,0.0,0.56,0.55,0.37,0.0,0.19,0.0,0.0,0.0,,2.04,1.11,1.11,0.56,0.37,1.11,2.78,40.0,1.67,2.04,0.93,1.11,0.93,2.96,2.04,0.19,,85.7,4.07,23.7,47.8,14.8,0.74,85.7,1.67,0.93,55.6,0.19,11.1,48.1,262.4,107.0,1.11,0.56,0.0,1.67,0.74,56.1,0.74,,0.19,0.0,0.0,0.93,0.93,0.0,2.78,0.93,1.11,0.0,0.0,0.0,7.96,0.19,1.11,14.3,488,LOW_MIN,0.3944984139412002,88.23529411764706,0.44864836645941714,92.85714285714286,90.93137254901961,17.0,14.0,OK
